,node_loc,technology,year_vtg,year_act,value,unit
1009,South Africa,oil_bal,2060,2060,0,USD/GWa
1010,South Africa,oil_bal,2070,2070,0,USD/GWa
1011,South Africa,ref_hil,1995,1995,2.3736265,USD/GWa
1012,South Africa,ref_hil,1995,2000,2.4347825,USD/GWa
1013,South Africa,ref_hil,1995,2005,2.4324324,USD/GWa
1014,South Africa,ref_hil,1995,2010,2.4086022,USD/GWa
1015,South Africa,ref_hil,1995,2020,2.2978723,USD/GWa
1016,South Africa,ref_hil,2000,2000,2.4347825,USD/GWa
1017,South Africa,ref_hil,2000,2005,2.4324324,USD/GWa
1018,South Africa,ref_hil,2000,2010,2.4086022,USD/GWa
1019,South Africa,ref_hil,2000,2020,2.2978723,USD/GWa
1020,South Africa,ref_hil,2005,2005,2.4324324,USD/GWa
1021,South Africa,ref_hil,2005,2010,2.4086022,USD/GWa
1022,South Africa,ref_hil,2005,2020,2.2978723,USD/GWa
1023,South Africa,ref_hil,2005,2030,2.1052632,USD/GWa
1024,South Africa,ref_hil,2010,2010,2.4086022,USD/GWa
1025,South Africa,ref_hil,2010,2020,2.2978723,USD/GWa
1026,South Africa,ref_hil,2010,2030,2.1052632,USD/GWa
1027,South Africa,ref_hil,2020,2020,2.2978723,USD/GWa
1028,South Africa,ref_hil,2020,2030,2.1052632,USD/GWa
1029,South Africa,ref_hil,2020,2040,2.1052632,USD/GWa
1030,South Africa,ref_hil,2030,2030,2.1052632,USD/GWa
1031,South Africa,ref_hil,2030,2040,2.1052632,USD/GWa
1032,South Africa,ref_hil,2030,2050,2.1052632,USD/GWa
1033,South Africa,ref_hil,2040,2040,2.1052632,USD/GWa
1034,South Africa,ref_hil,2040,2050,2.1052632,USD/GWa
1035,South Africa,ref_hil,2040,2060,2.1052632,USD/GWa
1036,South Africa,ref_hil,2050,2050,2.1052632,USD/GWa
1037,South Africa,ref_hil,2050,2060,2.1052632,USD/GWa
1038,South Africa,ref_hil,2050,2070,2.1052632,USD/GWa
1039,South Africa,ref_hil,2060,2060,2.1052632,USD/GWa
1040,South Africa,ref_hil,2060,2070,2.1052632,USD/GWa
1041,South Africa,ref_hil,2070,2070,2.1052632,USD/GWa
1042,South Africa,solar_i,2010,2010,64,???
1043,South Africa,solar_i,2010,2020,51,???
1044,South Africa,solar_i,2020,2020,51,???
1045,South Africa,solar_i,2020,2030,45,???
1046,South Africa,solar_i,2030,2030,43,???
1047,South Africa,solar_i,2030,2040,39.25,???
1048,South Africa,solar_i,2040,2040,38,???
1049,South Africa,solar_i,2040,2050,34.5,???
1050,South Africa,solar_i,2050,2050,36,???
1051,South Africa,solar_i,2050,2060,36,???
1052,South Africa,solar_i,2060,2060,34,???
1053,South Africa,solar_i,2060,2070,37.5,???
1054,South Africa,solar_pv_ppl,2010,2010,12,???
1055,South Africa,solar_pv_ppl,2010,2020,9.75,???
1056,South Africa,solar_pv_ppl,2010,2030,7.5,???
1057,South Africa,solar_pv_ppl,2020,2020,9,???
1058,South Africa,solar_pv_ppl,2020,2030,7.5,???
1059,South Africa,solar_pv_ppl,2020,2040,6.25,???
1060,South Africa,solar_pv_ppl,2030,2030,7,???
1061,South Africa,solar_pv_ppl,2030,2040,6.25,???
1062,South Africa,solar_pv_ppl,2030,2050,6,???
1063,South Africa,solar_pv_ppl,2040,2040,6,???
1064,South Africa,solar_pv_ppl,2040,2050,6,???
1065,South Africa,solar_pv_ppl,2040,2060,6,???
1066,South Africa,solar_pv_ppl,2050,2050,6,???
1067,South Africa,solar_pv_ppl,2050,2060,6,???
1068,South Africa,solar_pv_ppl,2050,2070,6,???
1069,South Africa,solar_pv_ppl,2060,2060,6,???
1070,South Africa,solar_pv_ppl,2060,2070,6,???
1071,South Africa,solar_pv_ppl,2070,2070,6,???
1072,South Africa,solar_th_ppl,2010,2010,68,???
1073,South Africa,solar_th_ppl,2010,2020,59,???
1074,South Africa,solar_th_ppl,2010,2030,54,???
1075,South Africa,solar_th_ppl,2020,2020,59,???
1076,South Africa,solar_th_ppl,2020,2030,55.25,???
1077,South Africa,solar_th_ppl,2020,2040,52.5,???
1078,South Africa,solar_th_ppl,2030,2030,54,???
1079,South Africa,solar_th_ppl,2030,2040,52.5,???
1080,South Africa,solar_th_ppl,2030,2050,51.25,???
1081,South Africa,solar_th_ppl,2040,2040,52,???
1082,South Africa,solar_th_ppl,2040,2050,51.25,???
1083,South Africa,solar_th_ppl,2040,2060,50.25,???
1084,South Africa,solar_th_ppl,2050,2050,51,???
1085,South Africa,solar_th_ppl,2050,2060,51,???
1086,South Africa,solar_th_ppl,2050,2070,51,???
1087,South Africa,solar_th_ppl,2060,2060,52,???
1088,South Africa,solar_th_ppl,2060,2070,51.25,???
1089,South Africa,solar_th_ppl_base,2010,2010,139,???
1090,South Africa,solar_th_ppl_base,2010,2020,118,???
1091,South Africa,solar_th_ppl_base,2010,2030,105,???
1092,South Africa,solar_th_ppl_base,2020,2020,118,???
1093,South Africa,solar_th_ppl_base,2020,2030,108.25,???
1094,South Africa,solar_th_ppl_base,2020,2040,99.75,???
1095,South Africa,solar_th_ppl_base,2030,2030,105,???
1096,South Africa,solar_th_ppl_base,2030,2040,99.75,???
1097,South Africa,solar_th_ppl_base,2030,2050,96.5,???
1098,South Africa,solar_th_ppl_base,2040,2040,98,???
1099,South Africa,solar_th_ppl_base,2040,2050,96.5,???
1100,South Africa,solar_th_ppl_base,2040,2060,94.5,???
1101,South Africa,solar_th_ppl_base,2050,2050,96,???
1102,South Africa,solar_th_ppl_base,2050,2060,96,???
1103,South Africa,solar_th_ppl_base,2050,2070,96,???
1104,South Africa,solar_th_ppl_base,2060,2060,98,???
1105,South Africa,solar_th_ppl_base,2060,2070,96.5,???
1106,South Africa,sp_el_I,1990,1990,0,USD/GWa
1107,South Africa,sp_el_I,1995,1995,0,USD/GWa
1108,South Africa,sp_el_I,2000,2000,0,USD/GWa
1109,South Africa,sp_el_I,2005,2005,0,USD/GWa
1110,South Africa,sp_el_I,2010,2010,0,USD/GWa
1111,South Africa,sp_el_I,2020,2020,0,USD/GWa
1112,South Africa,sp_el_I,2030,2030,0,USD/GWa
1113,South Africa,sp_el_I,2040,2040,0,USD/GWa
1114,South Africa,sp_el_I,2050,2050,0,USD/GWa
1115,South Africa,sp_el_I,2060,2060,0,USD/GWa
1116,South Africa,sp_el_I,2070,2070,0,USD/GWa
1117,South Africa,sp_el_RC,1990,1990,0,USD/GWa
1118,South Africa,sp_el_RC,1995,1995,0,USD/GWa
1119,South Africa,sp_el_RC,2000,2000,0,USD/GWa
1120,South Africa,sp_el_RC,2005,2005,0,USD/GWa
1121,South Africa,sp_el_RC,2010,2010,0,USD/GWa
1122,South Africa,sp_el_RC,2020,2020,0,USD/GWa
1123,South Africa,sp_el_RC,2030,2030,0,USD/GWa
1124,South Africa,sp_el_RC,2040,2040,0,USD/GWa
1125,South Africa,sp_el_RC,2050,2050,0,USD/GWa
1126,South Africa,sp_el_RC,2060,2060,0,USD/GWa
1127,South Africa,sp_el_RC,2070,2070,0,USD/GWa
1128,South Africa,syn_liq,2020,2020,40,USD/GWa
1129,South Africa,syn_liq,2020,2030,38,USD/GWa
1130,South Africa,syn_liq,2020,2040,37,USD/GWa
1131,South Africa,syn_liq,2030,2030,38,USD/GWa
1132,South Africa,syn_liq,2030,2040,37,USD/GWa
1133,South Africa,syn_liq,2030,2050,38,USD/GWa
1134,South Africa,syn_liq,2040,2040,37,USD/GWa
1135,South Africa,syn_liq,2040,2050,38,USD/GWa
1136,South Africa,syn_liq,2040,2060,39,USD/GWa
1137,South Africa,syn_liq,2050,2050,38,USD/GWa
1138,South Africa,syn_liq,2050,2060,38,USD/GWa
1139,South Africa,syn_liq,2050,2070,38,USD/GWa
1140,South Africa,syn_liq,2060,2060,37,USD/GWa
1141,South Africa,syn_liq,2060,2070,38,USD/GWa
1142,South Africa,syn_liq_ccs,2020,2020,40,USD/GWa
1143,South Africa,syn_liq_ccs,2020,2030,38,USD/GWa
1144,South Africa,syn_liq_ccs,2020,2040,38,USD/GWa
1145,South Africa,syn_liq_ccs,2030,2030,38,USD/GWa
1146,South Africa,syn_liq_ccs,2030,2040,38,USD/GWa
1147,South Africa,syn_liq_ccs,2030,2050,39,USD/GWa
1148,South Africa,syn_liq_ccs,2040,2040,38,USD/GWa
1149,South Africa,syn_liq_ccs,2040,2050,39,USD/GWa
1150,South Africa,syn_liq_ccs,2040,2060,40,USD/GWa
1151,South Africa,syn_liq_ccs,2050,2050,39,USD/GWa
1152,South Africa,syn_liq_ccs,2050,2060,39,USD/GWa
1153,South Africa,syn_liq_ccs,2050,2070,39,USD/GWa
1154,South Africa,syn_liq_ccs,2060,2060,38,USD/GWa
1155,South Africa,syn_liq_ccs,2060,2070,39,USD/GWa
1156,South Africa,wind_ppl,2010,2010,23,???
1157,South Africa,wind_ppl,2010,2020,19,???
1158,South Africa,wind_ppl,2010,2030,17,???
1159,South Africa,wind_ppl,2020,2020,19,???
1160,South Africa,wind_ppl,2020,2030,17.5,???
1161,South Africa,wind_ppl,2020,2040,16.25,???
1162,South Africa,wind_ppl,2030,2030,17,???
1163,South Africa,wind_ppl,2030,2040,16.25,???
1164,South Africa,wind_ppl,2030,2050,15.25,???
1165,South Africa,wind_ppl,2040,2040,16,???
1166,South Africa,wind_ppl,2040,2050,15.25,???
1167,South Africa,wind_ppl,2040,2060,14.25,???
1168,South Africa,wind_ppl,2050,2050,15,???
1169,South Africa,wind_ppl,2050,2060,15,???
1170,South Africa,wind_ppl,2050,2070,15,???
1171,South Africa,wind_ppl,2060,2060,16,???
1172,South Africa,wind_ppl,2060,2070,15.25,???
1173,South Africa,wind_ppl,2070,2070,15,???
