,node_loc,technology,year_vtg,year_act,mode,time,value,unit
228,South Africa,coal_ppl,2005,2030,M1,year,0,USD/GWa
229,South Africa,coal_ppl,2010,2010,M1,year,0,USD/GWa
230,South Africa,coal_ppl,2010,2020,M1,year,0,USD/GWa
231,South Africa,coal_ppl,2010,2030,M1,year,0,USD/GWa
232,South Africa,coal_ppl,2020,2020,M1,year,0,USD/GWa
233,South Africa,coal_ppl,2020,2030,M1,year,0,USD/GWa
234,South Africa,coal_ppl,2020,2040,M1,year,0,USD/GWa
235,South Africa,coal_ppl,2030,2030,M1,year,0,USD/GWa
236,South Africa,coal_ppl,2030,2040,M1,year,0,USD/GWa
237,South Africa,coal_ppl,2030,2050,M1,year,0,USD/GWa
238,South Africa,coal_ppl,2040,2040,M1,year,0,USD/GWa
239,South Africa,coal_ppl,2040,2050,M1,year,0,USD/GWa
240,South Africa,coal_ppl,2040,2060,M1,year,0,USD/GWa
241,South Africa,coal_ppl,2050,2050,M1,year,0,USD/GWa
242,South Africa,coal_ppl,2050,2060,M1,year,0,USD/GWa
243,South Africa,coal_ppl,2050,2070,M1,year,0,USD/GWa
244,South Africa,coal_ppl,2060,2060,M1,year,0,USD/GWa
245,South Africa,coal_ppl,2060,2070,M1,year,0,USD/GWa
246,South Africa,coal_ppl,2070,2070,M1,year,0,USD/GWa
247,South Africa,coal_rc,1990,1990,M1,year,0,USD/GWa
248,South Africa,coal_rc,1995,1995,M1,year,0,USD/GWa
249,South Africa,coal_rc,2000,2000,M1,year,0,USD/GWa
250,South Africa,coal_rc,2005,2005,M1,year,0,USD/GWa
251,South Africa,coal_rc,2010,2010,M1,year,0,USD/GWa
252,South Africa,coal_rc,2020,2020,M1,year,0,USD/GWa
253,South Africa,coal_rc,2030,2030,M1,year,0,USD/GWa
254,South Africa,coal_rc,2040,2040,M1,year,0,USD/GWa
255,South Africa,coal_rc,2050,2050,M1,year,0,USD/GWa
256,South Africa,coal_rc,2060,2060,M1,year,0,USD/GWa
257,South Africa,coal_rc,2070,2070,M1,year,0,USD/GWa
258,South Africa,coal_t_d,1990,1990,M1,year,20,USD/GWa
259,South Africa,coal_t_d,1995,1995,M1,year,20,USD/GWa
260,South Africa,coal_t_d,2000,2000,M1,year,20,USD/GWa
261,South Africa,coal_t_d,2005,2005,M1,year,20,USD/GWa
262,South Africa,coal_t_d,2010,2010,M1,year,20,USD/GWa
263,South Africa,coal_t_d,2020,2020,M1,year,20,USD/GWa
264,South Africa,coal_t_d,2030,2030,M1,year,20,USD/GWa
265,South Africa,coal_t_d,2040,2040,M1,year,20,USD/GWa
266,South Africa,coal_t_d,2050,2050,M1,year,20,USD/GWa
267,South Africa,coal_t_d,2060,2060,M1,year,20,USD/GWa
268,South Africa,coal_t_d,2070,2070,M1,year,20,USD/GWa
269,South Africa,elec_exp,2020,2020,M1,year,-209.64244,???
270,South Africa,elec_exp,2030,2030,M1,year,-221.81293,???
271,South Africa,elec_exp,2040,2040,M1,year,-237.0446,???
272,South Africa,elec_exp,2050,2050,M1,year,-263.94766,???
273,South Africa,elec_exp,2060,2060,M1,year,-290.8507,???
274,South Africa,elec_exp,2070,2070,M1,year,-317.75375,???
275,South Africa,elec_i,1990,1990,M1,year,0,USD/GWa
276,South Africa,elec_i,1990,1995,M1,year,0,USD/GWa
277,South Africa,elec_i,1990,2000,M1,year,0,USD/GWa
278,South Africa,elec_i,1990,2005,M1,year,0,USD/GWa
279,South Africa,elec_i,1995,1995,M1,year,0,USD/GWa
280,South Africa,elec_i,1995,2000,M1,year,0,USD/GWa
281,South Africa,elec_i,1995,2005,M1,year,0,USD/GWa
282,South Africa,elec_i,1995,2010,M1,year,0,USD/GWa
283,South Africa,elec_i,2000,2000,M1,year,0,USD/GWa
284,South Africa,elec_i,2000,2005,M1,year,0,USD/GWa
285,South Africa,elec_i,2000,2010,M1,year,0,USD/GWa
286,South Africa,elec_i,2005,2005,M1,year,0,USD/GWa
287,South Africa,elec_i,2005,2010,M1,year,0,USD/GWa
288,South Africa,elec_i,2005,2020,M1,year,0,USD/GWa
289,South Africa,elec_i,2010,2010,M1,year,0,USD/GWa
290,South Africa,elec_i,2010,2020,M1,year,0,USD/GWa
291,South Africa,elec_i,2020,2020,M1,year,0,USD/GWa
292,South Africa,elec_i,2020,2030,M1,year,0,USD/GWa
293,South Africa,elec_i,2030,2030,M1,year,0,USD/GWa
294,South Africa,elec_i,2030,2040,M1,year,0,USD/GWa
295,South Africa,elec_i,2040,2040,M1,year,0,USD/GWa
296,South Africa,elec_i,2040,2050,M1,year,0,USD/GWa
297,South Africa,elec_i,2050,2050,M1,year,0,USD/GWa
298,South Africa,elec_i,2050,2060,M1,year,0,USD/GWa
299,South Africa,elec_i,2060,2060,M1,year,0,USD/GWa
300,South Africa,elec_i,2060,2070,M1,year,0,USD/GWa
301,South Africa,elec_i,2070,2070,M1,year,0,USD/GWa
302,South Africa,elec_imp,2020,2020,M1,year,389.33594,???
303,South Africa,elec_imp,2030,2030,M1,year,411.9383,???
304,South Africa,elec_imp,2040,2040,M1,year,440.22568,???
305,South Africa,elec_imp,2050,2050,M1,year,490.18848,???
306,South Africa,elec_imp,2060,2060,M1,year,540.15125,???
307,South Africa,elec_imp,2070,2070,M1,year,590.114,???
308,South Africa,elec_t_d,1965,1990,M1,year,25.2,USD/GWa
309,South Africa,elec_t_d,1965,1995,M1,year,25.2,USD/GWa
310,South Africa,elec_t_d,1965,2000,M1,year,25.2,USD/GWa
311,South Africa,elec_t_d,1965,2005,M1,year,25.2,USD/GWa
312,South Africa,elec_t_d,1965,2010,M1,year,25.2,USD/GWa
313,South Africa,elec_t_d,1965,2020,M1,year,25.2,USD/GWa
314,South Africa,elec_t_d,1970,1990,M1,year,25.2,USD/GWa
315,South Africa,elec_t_d,1970,1995,M1,year,25.2,USD/GWa
316,South Africa,elec_t_d,1970,2000,M1,year,25.2,USD/GWa
317,South Africa,elec_t_d,1970,2005,M1,year,25.2,USD/GWa
318,South Africa,elec_t_d,1970,2010,M1,year,25.2,USD/GWa
319,South Africa,elec_t_d,1970,2020,M1,year,25.2,USD/GWa
320,South Africa,elec_t_d,1975,1990,M1,year,25.2,USD/GWa
321,South Africa,elec_t_d,1975,1995,M1,year,25.2,USD/GWa
322,South Africa,elec_t_d,1975,2000,M1,year,25.2,USD/GWa
323,South Africa,elec_t_d,1975,2005,M1,year,25.2,USD/GWa
324,South Africa,elec_t_d,1975,2010,M1,year,25.2,USD/GWa
325,South Africa,elec_t_d,1975,2020,M1,year,25.2,USD/GWa
326,South Africa,elec_t_d,1975,2030,M1,year,25.2,USD/GWa
327,South Africa,elec_t_d,1980,1990,M1,year,25.2,USD/GWa
328,South Africa,elec_t_d,1980,1995,M1,year,25.2,USD/GWa
329,South Africa,elec_t_d,1980,2000,M1,year,25.2,USD/GWa
330,South Africa,elec_t_d,1980,2005,M1,year,25.2,USD/GWa
331,South Africa,elec_t_d,1980,2010,M1,year,25.2,USD/GWa
332,South Africa,elec_t_d,1980,2020,M1,year,25.2,USD/GWa
333,South Africa,elec_t_d,1980,2030,M1,year,25.2,USD/GWa
334,South Africa,elec_t_d,1985,1990,M1,year,25.2,USD/GWa
335,South Africa,elec_t_d,1985,1995,M1,year,25.2,USD/GWa
336,South Africa,elec_t_d,1985,2000,M1,year,25.2,USD/GWa
337,South Africa,elec_t_d,1985,2005,M1,year,25.2,USD/GWa
338,South Africa,elec_t_d,1985,2010,M1,year,25.2,USD/GWa
339,South Africa,elec_t_d,1985,2020,M1,year,25.2,USD/GWa
340,South Africa,elec_t_d,1985,2030,M1,year,25.2,USD/GWa
341,South Africa,elec_t_d,1985,2040,M1,year,25.2,USD/GWa
342,South Africa,elec_t_d,1990,1990,M1,year,25.2,USD/GWa
343,South Africa,elec_t_d,1990,1995,M1,year,25.2,USD/GWa
344,South Africa,elec_t_d,1990,2000,M1,year,25.2,USD/GWa
345,South Africa,elec_t_d,1990,2005,M1,year,25.2,USD/GWa
346,South Africa,elec_t_d,1990,2010,M1,year,25.2,USD/GWa
347,South Africa,elec_t_d,1990,2020,M1,year,25.2,USD/GWa
348,South Africa,elec_t_d,1990,2030,M1,year,25.2,USD/GWa
349,South Africa,elec_t_d,1990,2040,M1,year,25.2,USD/GWa
350,South Africa,elec_t_d,1995,1995,M1,year,25.2,USD/GWa
351,South Africa,elec_t_d,1995,2000,M1,year,25.2,USD/GWa
352,South Africa,elec_t_d,1995,2005,M1,year,25.2,USD/GWa
353,South Africa,elec_t_d,1995,2010,M1,year,25.2,USD/GWa
354,South Africa,elec_t_d,1995,2020,M1,year,25.2,USD/GWa
355,South Africa,elec_t_d,1995,2030,M1,year,25.2,USD/GWa
356,South Africa,elec_t_d,1995,2040,M1,year,25.2,USD/GWa
357,South Africa,elec_t_d,1995,2050,M1,year,25.2,USD/GWa
358,South Africa,elec_t_d,2000,2000,M1,year,25.2,USD/GWa
359,South Africa,elec_t_d,2000,2005,M1,year,25.2,USD/GWa
360,South Africa,elec_t_d,2000,2010,M1,year,25.2,USD/GWa
361,South Africa,elec_t_d,2000,2020,M1,year,25.2,USD/GWa
362,South Africa,elec_t_d,2000,2030,M1,year,25.2,USD/GWa
363,South Africa,elec_t_d,2000,2040,M1,year,25.2,USD/GWa
364,South Africa,elec_t_d,2000,2050,M1,year,25.2,USD/GWa
365,South Africa,elec_t_d,2005,2005,M1,year,25.2,USD/GWa
366,South Africa,elec_t_d,2005,2010,M1,year,25.2,USD/GWa
367,South Africa,elec_t_d,2005,2020,M1,year,25.2,USD/GWa
368,South Africa,elec_t_d,2005,2030,M1,year,25.2,USD/GWa
369,South Africa,elec_t_d,2005,2040,M1,year,25.2,USD/GWa
370,South Africa,elec_t_d,2005,2050,M1,year,25.2,USD/GWa
371,South Africa,elec_t_d,2005,2060,M1,year,25.2,USD/GWa
372,South Africa,elec_t_d,2010,2010,M1,year,25.2,USD/GWa
373,South Africa,elec_t_d,2010,2020,M1,year,25.2,USD/GWa
374,South Africa,elec_t_d,2010,2030,M1,year,25.2,USD/GWa
375,South Africa,elec_t_d,2010,2040,M1,year,25.2,USD/GWa
376,South Africa,elec_t_d,2010,2050,M1,year,25.2,USD/GWa
377,South Africa,elec_t_d,2010,2060,M1,year,25.2,USD/GWa
378,South Africa,elec_t_d,2020,2020,M1,year,25.2,USD/GWa
379,South Africa,elec_t_d,2020,2030,M1,year,25.2,USD/GWa
380,South Africa,elec_t_d,2020,2040,M1,year,25.2,USD/GWa
381,South Africa,elec_t_d,2020,2050,M1,year,25.2,USD/GWa
382,South Africa,elec_t_d,2020,2060,M1,year,25.2,USD/GWa
383,South Africa,elec_t_d,2020,2070,M1,year,25.2,USD/GWa
384,South Africa,elec_t_d,2030,2030,M1,year,25.2,USD/GWa
385,South Africa,elec_t_d,2030,2040,M1,year,25.2,USD/GWa
386,South Africa,elec_t_d,2030,2050,M1,year,25.2,USD/GWa
387,South Africa,elec_t_d,2030,2060,M1,year,25.2,USD/GWa
388,South Africa,elec_t_d,2030,2070,M1,year,25.2,USD/GWa
389,South Africa,elec_t_d,2040,2040,M1,year,25.2,USD/GWa
390,South Africa,elec_t_d,2040,2050,M1,year,25.2,USD/GWa
391,South Africa,elec_t_d,2040,2060,M1,year,25.2,USD/GWa
392,South Africa,elec_t_d,2040,2070,M1,year,25.2,USD/GWa
393,South Africa,elec_t_d,2050,2050,M1,year,25.2,USD/GWa
394,South Africa,elec_t_d,2050,2060,M1,year,25.2,USD/GWa
395,South Africa,elec_t_d,2050,2070,M1,year,25.2,USD/GWa
396,South Africa,elec_t_d,2060,2060,M1,year,25.2,USD/GWa
397,South Africa,elec_t_d,2060,2070,M1,year,25.2,USD/GWa
398,South Africa,elec_t_d,2070,2070,M1,year,25.2,USD/GWa
399,South Africa,elec_trp,1990,1990,M1,year,0,USD/GWa
400,South Africa,elec_trp,1995,1995,M1,year,0,USD/GWa
401,South Africa,elec_trp,2000,2000,M1,year,0,USD/GWa
402,South Africa,elec_trp,2005,2005,M1,year,0,USD/GWa
403,South Africa,elec_trp,2010,2010,M1,year,0,USD/GWa
404,South Africa,elec_trp,2020,2020,M1,year,0,USD/GWa
405,South Africa,elec_trp,2030,2030,M1,year,0,USD/GWa
406,South Africa,elec_trp,2040,2040,M1,year,0,USD/GWa
407,South Africa,elec_trp,2050,2050,M1,year,0,USD/GWa
408,South Africa,elec_trp,2060,2060,M1,year,0,USD/GWa
409,South Africa,elec_trp,2070,2070,M1,year,0,USD/GWa
410,South Africa,foil_exp,2020,2020,M1,year,-115.035545,???
