,node_loc,technology,year_vtg,year_act,mode,time,lvl,mrg
92,South Africa,biomass_nc,2060,2060,M1,year,0.0,23.751907
93,South Africa,biomass_nc,2070,2070,M1,year,0.0,14.581611
94,South Africa,coal_extr,1990,1990,M1,year,0.0,0.0
95,South Africa,coal_extr,1990,1995,M1,year,0.0,0.0
96,South Africa,coal_extr,1995,1995,M1,year,0.0,0.0
97,South Africa,coal_extr,1995,2000,M1,year,0.0,0.0
98,South Africa,coal_extr,2000,2000,M1,year,0.0,0.0
99,South Africa,coal_extr,2000,2005,M1,year,0.0,0.0
100,South Africa,coal_extr,2005,2005,M1,year,0.0,0.0
101,South Africa,coal_extr,2005,2010,M1,year,0.0,0.0
102,South Africa,coal_extr,2010,2010,M1,year,0.0,0.0
103,South Africa,coal_extr,2010,2020,M1,year,0.0,46.623486
104,South Africa,coal_extr,2020,2020,M1,year,194.0,0.0
105,South Africa,coal_extr,2030,2030,M1,year,225.44405,0.0
106,South Africa,coal_extr,2040,2040,M1,year,239.64537,0.0
107,South Africa,coal_extr,2050,2050,M1,year,271.4802,0.0
108,South Africa,coal_extr,2060,2060,M1,year,322.63254,0.0
109,South Africa,coal_extr,2070,2070,M1,year,401.017,0.0
110,South Africa,coal_bal,1990,1990,M1,year,0.0,0.0
111,South Africa,coal_bal,1995,1995,M1,year,0.0,0.0
112,South Africa,coal_bal,2000,2000,M1,year,0.0,0.0
113,South Africa,coal_bal,2005,2005,M1,year,0.0,0.0
114,South Africa,coal_bal,2010,2010,M1,year,0.0,0.0
115,South Africa,coal_bal,2020,2020,M1,year,113.601585,0.0
116,South Africa,coal_bal,2030,2030,M1,year,158.51955,0.0
117,South Africa,coal_bal,2040,2040,M1,year,199.35452,0.0
118,South Africa,coal_bal,2050,2050,M1,year,238.55965,0.0
119,South Africa,coal_bal,2060,2060,M1,year,295.73404,0.0
120,South Africa,coal_bal,2070,2070,M1,year,379.03897,0.0
121,South Africa,coal_adv,2010,2010,M1,year,0.0,0.0
122,South Africa,coal_adv,2010,2020,M1,year,0.0,0.0
123,South Africa,coal_adv,2010,2030,M1,year,0.0,0.0
124,South Africa,coal_adv,2010,2040,M1,year,0.0,0.0
125,South Africa,coal_adv,2020,2020,M1,year,3.0385861,0.0
126,South Africa,coal_adv,2020,2030,M1,year,3.0385861,0.0
127,South Africa,coal_adv,2020,2040,M1,year,3.0385861,0.0
128,South Africa,coal_adv,2030,2030,M1,year,1.0594894,0.0
129,South Africa,coal_adv,2030,2040,M1,year,1.0594894,0.0
130,South Africa,coal_adv,2030,2050,M1,year,1.0594894,0.0
131,South Africa,coal_adv,2040,2040,M1,year,0.36942112,0.0
132,South Africa,coal_adv,2040,2050,M1,year,0.36942112,0.0
133,South Africa,coal_adv,2040,2060,M1,year,0.36942112,0.0
134,South Africa,coal_adv,2050,2050,M1,year,3.441683,0.0
135,South Africa,coal_adv,2050,2060,M1,year,3.441683,0.0
136,South Africa,coal_adv,2050,2070,M1,year,3.441683,0.0
137,South Africa,coal_adv,2060,2060,M1,year,1.2000407,0.0
138,South Africa,coal_adv,2060,2070,M1,year,1.2000407,0.0
139,South Africa,coal_adv,2070,2070,M1,year,0.4184283,0.0
140,South Africa,coal_adv_ccs,2020,2020,M1,year,0.0,0.0
141,South Africa,coal_adv_ccs,2020,2030,M1,year,0.0,0.0
142,South Africa,coal_adv_ccs,2020,2040,M1,year,0.0,1.2170433
143,South Africa,coal_adv_ccs,2030,2030,M1,year,0.0,42.53754
144,South Africa,coal_adv_ccs,2030,2040,M1,year,0.0,1.2170433
145,South Africa,coal_adv_ccs,2030,2050,M1,year,0.0,0.0
146,South Africa,coal_adv_ccs,2040,2040,M1,year,0.0,1.2170433
147,South Africa,coal_adv_ccs,2040,2050,M1,year,0.0,0.0
148,South Africa,coal_adv_ccs,2040,2060,M1,year,0.0,0.0
149,South Africa,coal_adv_ccs,2050,2050,M1,year,0.0,0.0
150,South Africa,coal_adv_ccs,2050,2060,M1,year,0.0,0.0
151,South Africa,coal_adv_ccs,2050,2070,M1,year,0.0,0.0
152,South Africa,coal_adv_ccs,2060,2060,M1,year,0.0,0.0
153,South Africa,coal_adv_ccs,2060,2070,M1,year,0.0,0.0
154,South Africa,coal_adv_ccs,2070,2070,M1,year,0.0,0.0
155,South Africa,coal_ppl,1970,1995,M1,year,0.0,0.0
156,South Africa,coal_ppl,1975,1995,M1,year,0.0,0.0
157,South Africa,coal_ppl,1975,2000,M1,year,0.0,0.0
158,South Africa,coal_ppl,1980,1995,M1,year,0.0,0.0
159,South Africa,coal_ppl,1980,2000,M1,year,0.0,0.0
160,South Africa,coal_ppl,1980,2005,M1,year,0.0,0.0
161,South Africa,coal_ppl,1985,1995,M1,year,0.0,0.0
162,South Africa,coal_ppl,1985,2000,M1,year,0.0,0.0
163,South Africa,coal_ppl,1985,2005,M1,year,0.0,0.0
164,South Africa,coal_ppl,1985,2010,M1,year,0.0,0.0
165,South Africa,coal_ppl,1990,1995,M1,year,0.0,0.0
166,South Africa,coal_ppl,1990,2000,M1,year,0.0,0.0
167,South Africa,coal_ppl,1990,2005,M1,year,0.0,0.0
168,South Africa,coal_ppl,1990,2010,M1,year,0.0,0.0
169,South Africa,coal_ppl,1990,2020,M1,year,0.0,1.2972528
170,South Africa,coal_ppl,1995,1995,M1,year,0.0,0.0
171,South Africa,coal_ppl,1995,2000,M1,year,0.0,0.0
172,South Africa,coal_ppl,1995,2005,M1,year,0.0,0.0
173,South Africa,coal_ppl,1995,2010,M1,year,0.0,0.0
174,South Africa,coal_ppl,1995,2020,M1,year,1.6966002,0.0
175,South Africa,coal_ppl,2000,2000,M1,year,0.0,0.0
176,South Africa,coal_ppl,2000,2005,M1,year,0.0,0.0
177,South Africa,coal_ppl,2000,2010,M1,year,0.0,0.0
178,South Africa,coal_ppl,2000,2020,M1,year,1.81815,0.0
179,South Africa,coal_ppl,2000,2030,M1,year,0.0,0.0
180,South Africa,coal_ppl,2005,2005,M1,year,0.0,0.0
181,South Africa,coal_ppl,2005,2010,M1,year,0.0,0.0
182,South Africa,coal_ppl,2005,2020,M1,year,3.26655,0.0
183,South Africa,coal_ppl,2005,2030,M1,year,3.26655,0.0
184,South Africa,coal_ppl,2010,2010,M1,year,0.0,0.0
185,South Africa,coal_ppl,2010,2020,M1,year,0.0,0.0
186,South Africa,coal_ppl,2010,2030,M1,year,0.0,0.0
187,South Africa,coal_ppl,2010,2040,M1,year,0.0,0.0
188,South Africa,coal_ppl,2020,2020,M1,year,21.943266,0.0
189,South Africa,coal_ppl,2020,2030,M1,year,21.943266,0.0
190,South Africa,coal_ppl,2020,2040,M1,year,21.943266,0.0
191,South Africa,coal_ppl,2030,2030,M1,year,16.883417,0.0
192,South Africa,coal_ppl,2030,2040,M1,year,16.883417,0.0
193,South Africa,coal_ppl,2030,2050,M1,year,16.883417,0.0
194,South Africa,coal_ppl,2040,2040,M1,year,16.317749,0.0
195,South Africa,coal_ppl,2040,2050,M1,year,16.317749,0.0
196,South Africa,coal_ppl,2040,2060,M1,year,16.317749,0.0
197,South Africa,coal_ppl,2050,2050,M1,year,25.5,0.0
198,South Africa,coal_ppl,2050,2060,M1,year,25.5,0.0
199,South Africa,coal_ppl,2050,2070,M1,year,25.5,0.0
200,South Africa,coal_ppl,2060,2060,M1,year,25.5,0.0
201,South Africa,coal_ppl,2060,2070,M1,year,25.5,0.0
202,South Africa,coal_ppl,2070,2070,M1,year,25.5,0.0
203,South Africa,igcc,2010,2010,M1,year,0.0,0.0
204,South Africa,igcc,2010,2020,M1,year,0.0,0.0
205,South Africa,igcc,2010,2030,M1,year,0.0,0.0
206,South Africa,igcc,2010,2040,M1,year,0.0,0.0
207,South Africa,igcc,2020,2020,M1,year,1.4915007,0.0
208,South Africa,igcc,2020,2030,M1,year,1.4915007,0.0
209,South Africa,igcc,2020,2040,M1,year,1.4915007,0.0
210,South Africa,igcc,2030,2030,M1,year,0.52005416,0.0
211,South Africa,igcc,2030,2040,M1,year,0.52005416,0.0
212,South Africa,igcc,2030,2050,M1,year,0.52005416,0.0
213,South Africa,igcc,2040,2040,M1,year,0.18133166,0.0
214,South Africa,igcc,2040,2050,M1,year,0.18133166,0.0
215,South Africa,igcc,2040,2060,M1,year,0.18133166,0.0
216,South Africa,igcc,2050,2050,M1,year,7.5285606,0.0
217,South Africa,igcc,2050,2060,M1,year,7.5285606,0.0
218,South Africa,igcc,2050,2070,M1,year,7.5285606,0.0
219,South Africa,igcc,2060,2060,M1,year,5.0326867,0.0
220,South Africa,igcc,2060,2070,M1,year,5.0326867,0.0
221,South Africa,igcc,2070,2070,M1,year,11.312644,0.0
222,South Africa,igcc_ccs,2020,2020,M1,year,0.0,1.1643312
223,South Africa,igcc_ccs,2020,2030,M1,year,0.0,0.0
224,South Africa,igcc_ccs,2020,2040,M1,year,0.0,1.5500385
225,South Africa,igcc_ccs,2030,2030,M1,year,0.0,39.86151
226,South Africa,igcc_ccs,2030,2040,M1,year,0.0,1.5500385
227,South Africa,igcc_ccs,2030,2050,M1,year,0.0,0.0
228,South Africa,igcc_ccs,2040,2040,M1,year,0.0,1.5500385
229,South Africa,igcc_ccs,2040,2050,M1,year,0.0,0.0
230,South Africa,igcc_ccs,2040,2060,M1,year,0.0,0.0
231,South Africa,igcc_ccs,2050,2050,M1,year,0.0,0.0
232,South Africa,igcc_ccs,2050,2060,M1,year,0.0,0.0
233,South Africa,igcc_ccs,2050,2070,M1,year,0.0,0.0
234,South Africa,igcc_ccs,2060,2060,M1,year,0.0,0.0
235,South Africa,igcc_ccs,2060,2070,M1,year,0.0,0.0
236,South Africa,igcc_ccs,2070,2070,M1,year,0.0,0.0
237,South Africa,coal_t_d,1990,1990,M1,year,0.0,0.0
238,South Africa,coal_t_d,1995,1995,M1,year,0.0,0.0
239,South Africa,coal_t_d,2000,2000,M1,year,0.0,0.0
240,South Africa,coal_t_d,2005,2005,M1,year,0.0,0.0
241,South Africa,coal_t_d,2010,2010,M1,year,0.0,0.0
242,South Africa,coal_t_d,2020,2020,M1,year,19.796131,0.0
243,South Africa,coal_t_d,2030,2030,M1,year,22.440016,0.0
244,South Africa,coal_t_d,2040,2040,M1,year,25.44467,0.0
245,South Africa,coal_t_d,2050,2050,M1,year,26.921131,0.0
246,South Africa,coal_t_d,2060,2060,M1,year,30.04633,0.0
247,South Africa,coal_t_d,2070,2070,M1,year,31.070631,0.0
248,South Africa,coal_fs,1990,1990,M1,year,0.0,0.0
249,South Africa,coal_fs,1995,1995,M1,year,0.0,0.0
250,South Africa,coal_fs,2000,2000,M1,year,0.0,0.0
251,South Africa,coal_fs,2005,2005,M1,year,0.0,0.0
252,South Africa,coal_fs,2010,2010,M1,year,0.0,0.0
253,South Africa,coal_fs,2020,2020,M1,year,1.7081412,0.0
254,South Africa,coal_fs,2030,2030,M1,year,2.1685283,0.0
255,South Africa,coal_fs,2040,2040,M1,year,3.0,0.0
256,South Africa,coal_fs,2050,2050,M1,year,3.4,0.0
257,South Africa,coal_fs,2060,2060,M1,year,3.8000002,0.0
258,South Africa,coal_fs,2070,2070,M1,year,4.2000003,0.0
259,South Africa,coal_i,1990,1990,M1,year,0.0,0.0
260,South Africa,coal_i,1990,1995,M1,year,0.0,0.0
261,South Africa,coal_i,1990,2000,M1,year,0.0,0.0
262,South Africa,coal_i,1990,2005,M1,year,0.0,0.0
263,South Africa,coal_i,1990,2010,M1,year,0.0,0.0
264,South Africa,coal_i,1995,1995,M1,year,0.0,0.0
265,South Africa,coal_i,1995,2000,M1,year,0.0,0.0
266,South Africa,coal_i,1995,2005,M1,year,0.0,0.0
267,South Africa,coal_i,1995,2010,M1,year,0.0,0.0
268,South Africa,coal_i,1995,2020,M1,year,0.0,0.0
269,South Africa,coal_i,2000,2000,M1,year,0.0,0.0
270,South Africa,coal_i,2000,2005,M1,year,0.0,0.0
271,South Africa,coal_i,2000,2010,M1,year,0.0,0.0
272,South Africa,coal_i,2000,2020,M1,year,0.0,0.0
273,South Africa,coal_i,2005,2005,M1,year,0.0,0.0
274,South Africa,coal_i,2005,2010,M1,year,0.0,0.0
275,South Africa,coal_i,2005,2020,M1,year,0.0,0.0
276,South Africa,coal_i,2005,2030,M1,year,0.0,0.0
277,South Africa,coal_i,2010,2010,M1,year,0.0,0.0
278,South Africa,coal_i,2010,2020,M1,year,0.0,0.0
279,South Africa,coal_i,2010,2030,M1,year,0.0,0.0
280,South Africa,coal_i,2020,2020,M1,year,6.7243056,0.0
281,South Africa,coal_i,2020,2030,M1,year,6.7243056,0.0
282,South Africa,coal_i,2020,2040,M1,year,3.3621528,0.0
283,South Africa,coal_i,2030,2030,M1,year,4.2214394,0.0
284,South Africa,coal_i,2030,2040,M1,year,4.2214394,0.0
285,South Africa,coal_i,2030,2050,M1,year,2.1107197,0.0
286,South Africa,coal_i,2040,2040,M1,year,6.439942,0.0
287,South Africa,coal_i,2040,2050,M1,year,6.439942,0.0
288,South Africa,coal_i,2040,2060,M1,year,3.219971,0.0
289,South Africa,coal_i,2050,2050,M1,year,7.3299923,0.0
290,South Africa,coal_i,2050,2060,M1,year,5.5484314,0.0
291,South Africa,coal_i,2050,2070,M1,year,0.0,0.70110023
292,South Africa,coal_i,2060,2060,M1,year,8.701276,0.0
293,South Africa,coal_i,2060,2070,M1,year,0.0,0.70110023
294,South Africa,coal_i,2070,2070,M1,year,18.261276,0.0
295,South Africa,coal_rc,1990,1990,M1,year,0.0,0.0
296,South Africa,coal_rc,1995,1995,M1,year,0.0,0.0
297,South Africa,coal_rc,2000,2000,M1,year,0.0,0.0
298,South Africa,coal_rc,2005,2005,M1,year,0.0,0.0
299,South Africa,coal_rc,2010,2010,M1,year,0.0,0.0
300,South Africa,coal_rc,2020,2020,M1,year,2.3669407,0.0
301,South Africa,coal_rc,2030,2030,M1,year,0.8253012,0.0
302,South Africa,coal_rc,2040,2040,M1,year,0.28776473,0.0
303,South Africa,coal_rc,2050,2050,M1,year,0.10033736,0.0
304,South Africa,coal_rc,2060,2060,M1,year,0.03498547,0.0
305,South Africa,coal_rc,2070,2070,M1,year,0.012198679,0.0
306,South Africa,gas_bal,1990,1990,M1,year,0.0,0.0
307,South Africa,gas_bal,1995,1995,M1,year,0.0,0.0
308,South Africa,gas_bal,2000,2000,M1,year,0.0,0.0
309,South Africa,gas_bal,2005,2005,M1,year,0.0,0.0
310,South Africa,gas_bal,2010,2010,M1,year,0.0,0.0
311,South Africa,gas_bal,2020,2020,M1,year,0.028334958,0.0
312,South Africa,gas_bal,2030,2030,M1,year,0.0,53.222385
313,South Africa,gas_bal,2040,2040,M1,year,0.0,56.356506
314,South Africa,gas_bal,2050,2050,M1,year,0.0,57.38374
315,South Africa,gas_bal,2060,2060,M1,year,0.0,54.989666
316,South Africa,gas_bal,2070,2070,M1,year,0.0,58.699333
317,South Africa,gas_cc,1995,1995,M1,year,0.0,0.0
318,South Africa,gas_cc,1995,2000,M1,year,0.0,0.0
319,South Africa,gas_cc,1995,2005,M1,year,0.0,0.0
320,South Africa,gas_cc,1995,2010,M1,year,0.0,0.0
321,South Africa,gas_cc,1995,2020,M1,year,0.0,0.0
322,South Africa,gas_cc,2000,2000,M1,year,0.0,0.0
323,South Africa,gas_cc,2000,2005,M1,year,0.0,0.0
324,South Africa,gas_cc,2000,2010,M1,year,0.0,0.0
325,South Africa,gas_cc,2000,2020,M1,year,0.0,0.0
326,South Africa,gas_cc,2000,2030,M1,year,0.0,0.0
327,South Africa,gas_cc,2005,2005,M1,year,0.0,0.0
328,South Africa,gas_cc,2005,2010,M1,year,0.0,0.0
329,South Africa,gas_cc,2005,2020,M1,year,0.0,0.0
330,South Africa,gas_cc,2005,2030,M1,year,0.0,41.038815
331,South Africa,gas_cc,2010,2010,M1,year,0.0,0.0
332,South Africa,gas_cc,2010,2020,M1,year,0.0,0.0
333,South Africa,gas_cc,2010,2030,M1,year,0.0,41.038815
334,South Africa,gas_cc,2010,2040,M1,year,0.0,0.0
335,South Africa,gas_cc,2020,2020,M1,year,2.3320312,0.0
336,South Africa,gas_cc,2020,2030,M1,year,1.9260349,0.0
337,South Africa,gas_cc,2020,2040,M1,year,1.9260349,0.0
338,South Africa,gas_cc,2030,2030,M1,year,2.2580957,0.0
339,South Africa,gas_cc,2030,2040,M1,year,2.2580957,0.0
340,South Africa,gas_cc,2030,2050,M1,year,2.2580957,0.0
341,South Africa,gas_cc,2040,2040,M1,year,1.294364,0.0
342,South Africa,gas_cc,2040,2050,M1,year,1.294364,0.0
343,South Africa,gas_cc,2040,2060,M1,year,1.294364,0.0
344,South Africa,gas_cc,2050,2050,M1,year,3.0,0.0
345,South Africa,gas_cc,2050,2060,M1,year,3.0,0.0
346,South Africa,gas_cc,2050,2070,M1,year,3.0,0.0
347,South Africa,gas_cc,2060,2060,M1,year,3.0,0.0
348,South Africa,gas_cc,2060,2070,M1,year,3.0,0.0
349,South Africa,gas_cc,2070,2070,M1,year,2.4626622,0.0
350,South Africa,gas_cc_ccs,2020,2020,M1,year,0.0,0.0
351,South Africa,gas_cc_ccs,2020,2030,M1,year,0.0,52.571884
352,South Africa,gas_cc_ccs,2020,2040,M1,year,0.0,33.849674
353,South Africa,gas_cc_ccs,2030,2030,M1,year,0.0,52.571884
354,South Africa,gas_cc_ccs,2030,2040,M1,year,0.0,33.849674
355,South Africa,gas_cc_ccs,2030,2050,M1,year,0.0,13.885331
356,South Africa,gas_cc_ccs,2040,2040,M1,year,0.0,33.849674
357,South Africa,gas_cc_ccs,2040,2050,M1,year,0.0,13.885331
358,South Africa,gas_cc_ccs,2040,2060,M1,year,0.0,14.533945
359,South Africa,gas_cc_ccs,2050,2050,M1,year,0.0,13.885331
360,South Africa,gas_cc_ccs,2050,2060,M1,year,0.0,14.533945
361,South Africa,gas_cc_ccs,2050,2070,M1,year,0.0,3.5803313
362,South Africa,gas_cc_ccs,2060,2060,M1,year,0.0,0.0
363,South Africa,gas_cc_ccs,2060,2070,M1,year,0.0,3.5803313
364,South Africa,gas_cc_ccs,2070,2070,M1,year,0.0,3.5803313
365,South Africa,gas_ct,1990,1990,M1,year,0.0,0.0
366,South Africa,gas_ct,1990,1995,M1,year,0.0,0.0
367,South Africa,gas_ct,1990,2000,M1,year,0.0,0.0
368,South Africa,gas_ct,1990,2005,M1,year,0.0,0.0
369,South Africa,gas_ct,1990,2010,M1,year,0.0,0.0
370,South Africa,gas_ct,1990,2020,M1,year,0.0,8.651079
371,South Africa,gas_ct,1995,1995,M1,year,0.0,0.0
372,South Africa,gas_ct,1995,2000,M1,year,0.0,0.0
373,South Africa,gas_ct,1995,2005,M1,year,0.0,0.0
374,South Africa,gas_ct,1995,2010,M1,year,0.0,0.0
375,South Africa,gas_ct,1995,2020,M1,year,0.0,90.02814
376,South Africa,gas_ct,2000,2000,M1,year,0.0,0.0
377,South Africa,gas_ct,2000,2005,M1,year,0.0,0.0
378,South Africa,gas_ct,2000,2010,M1,year,0.0,0.0
379,South Africa,gas_ct,2000,2020,M1,year,0.0,90.02814
380,South Africa,gas_ct,2000,2030,M1,year,0.0,0.0
381,South Africa,gas_ct,2005,2005,M1,year,0.0,0.0
382,South Africa,gas_ct,2005,2010,M1,year,0.0,0.0
383,South Africa,gas_ct,2005,2020,M1,year,0.0,90.02814
384,South Africa,gas_ct,2005,2030,M1,year,0.0,49.371006
385,South Africa,gas_ct,2010,2010,M1,year,0.0,0.0
386,South Africa,gas_ct,2010,2020,M1,year,0.0,90.02814
387,South Africa,gas_ct,2010,2030,M1,year,0.0,49.371006
388,South Africa,gas_ct,2010,2040,M1,year,0.0,0.0
389,South Africa,gas_ct,2020,2020,M1,year,0.0,87.97359
390,South Africa,gas_ct,2020,2030,M1,year,0.0,0.0
391,South Africa,gas_ct,2020,2040,M1,year,0.0,0.0
392,South Africa,gas_ct,2030,2030,M1,year,0.0,0.0
393,South Africa,gas_ct,2030,2040,M1,year,0.0,0.0
394,South Africa,gas_ct,2030,2050,M1,year,0.0,19.234217
395,South Africa,gas_ct,2040,2040,M1,year,0.0,0.0
396,South Africa,gas_ct,2040,2050,M1,year,0.0,0.0
397,South Africa,gas_ct,2040,2060,M1,year,0.0,13.292659
398,South Africa,gas_ct,2050,2050,M1,year,0.6723303,0.0
399,South Africa,gas_ct,2050,2060,M1,year,0.6723303,0.0
400,South Africa,gas_ct,2050,2070,M1,year,0.6723303,0.0
401,South Africa,gas_ct,2060,2060,M1,year,0.9533012,0.0
402,South Africa,gas_ct,2060,2070,M1,year,0.9533012,0.0
403,South Africa,gas_ct,2070,2070,M1,year,0.33239555,0.0
404,South Africa,gas_ppl,1980,1990,M1,year,0.0,0.0
405,South Africa,gas_ppl,1980,1995,M1,year,0.0,0.0
406,South Africa,gas_ppl,1980,2000,M1,year,0.0,0.0
407,South Africa,gas_ppl,1980,2005,M1,year,0.0,0.0
408,South Africa,gas_ppl,1985,1990,M1,year,0.0,0.0
409,South Africa,gas_ppl,1985,1995,M1,year,0.0,0.0
410,South Africa,gas_ppl,1985,2000,M1,year,0.0,0.0
411,South Africa,gas_ppl,1985,2005,M1,year,0.0,0.0
412,South Africa,gas_ppl,1985,2010,M1,year,0.0,0.0
413,South Africa,gas_ppl,1990,1990,M1,year,0.0,0.0
414,South Africa,gas_ppl,1990,1995,M1,year,0.0,0.0
415,South Africa,gas_ppl,1990,2000,M1,year,0.0,0.0
416,South Africa,gas_ppl,1990,2005,M1,year,0.0,0.0
417,South Africa,gas_ppl,1990,2010,M1,year,0.0,0.0
418,South Africa,gas_ppl,1990,2020,M1,year,0.0,0.0
